Seed,Prop. class 1,Sel. bias,Method,Test set,pr,AUPRC,p.50,p.100,Bias effect
41,0.05,0.0,Label_spreading,future,0.0,0.3785289699577594,0.76,0.65,1.5353381406533728
13,0.5,0.5,traditional,future,0.7766531713900134,0.762756863405847,0.96,0.96,1.6732915690737236
21,0.5,0.95,traditional,future,0.5624696749150898,0.7199054896005384,0.92,0.93,1.7076513557837683
20,0.05,0.0,sample,,,,,,1.0333210683771508
1,0.05,0.95,Self_Learning,future,0.08279085294608579,0.3390793799014203,0.62,0.55,1.0884842710161868
44,0.05,0.95,sample,,,,,,0.04601161905835431
21,0.5,0.5,Label_Propagation,future,0.0,0.8125774499444572,1.0,0.98,2.230972778619378
13,0.5,0.95,Label_Propagation,future,0.5,0.7660020583475513,0.94,0.95,2.3427874409740754
44,0.05,0.5,Label_spreading,future,0.1355870592511814,0.2584861626342537,0.52,0.48,1.715764984962588
34,0.05,0.95,Veenman,future,0.7777777777777778,0.39921686438613535,0.64,0.62,0.7610381179345784
1,0.05,0.95,Semi-supervised,future,0.5981308411214953,0.40362994789588924,0.76,0.6,0.8548730543655136
24,0.5,0.5,Self_Learning,future,0.7501480165778567,0.6891890602488188,0.96,0.93,2.108372099651542
24,0.05,0.95,traditional,future,0.07484756097560975,0.28004917059242795,0.46,0.44,0.9060645767222538
18,0.05,0.5,Label_Propagation,future,0.07874541207874541,0.37374511889404416,0.68,0.61,1.1067174546186218
41,0.05,0.5,Veenman,future,0.5846153846153846,0.31307311981766184,0.58,0.56,1.0483498529881727
0,0.5,0.5,Label_spreading,future,0.9735099337748344,0.7863562719153103,1.0,0.99,2.180049930656256
8,0.5,0.0,sample,,,,,,0.2869855433823349
44,0.5,0.5,traditional,future,0.7952173913043479,0.753547362766858,0.94,0.93,2.1096114867089235
16,0.05,0.0,Label_spreading,future,1.0,0.18069937272239317,0.28,0.31,1.4155878968077766
8,0.5,0.0,Veenman,future,0.0,0.7223632143278741,0.88,0.88,1.1638250204017522
10,0.5,0.95,Self_Learning,future,0.6802516411378556,0.700375171800271,0.92,0.91,1.9154092390089548
36,0.05,0.0,sample,,,,,,0.8843040910633101
2,0.5,0.5,Self_Learning,future,0.7235724743777452,0.7316910020127534,1.0,0.99,1.8568006954634346
14,0.05,0.0,Self_Learning,future,0.45714285714285713,0.2216747245002583,0.48,0.41,1.0499563463681691
19,0.05,0.95,Self_Learning,future,0.07399202481169695,0.3246245671117035,0.62,0.55,0.8809511316692574
39,0.05,0.0,Veenman,future,1.0,0.2885306910942166,0.58,0.56,1.0898168544835654
44,0.5,0.5,Semi-supervised,future,0.7842227378190255,0.6222305229855656,0.88,0.84,2.1277299098627585
2,0.05,0.95,Label_Propagation,future,0.05,0.379544213060686,0.7,0.66,1.2599482319892252
32,0.05,0.95,traditional,future,0.07730751210370139,0.3258483224302799,0.72,0.56,0.8005165397982494
32,0.5,0.5,Self_Learning,future,0.8334485141672425,0.7388405153474527,0.98,0.97,2.0594040341218016
22,0.05,0.95,Veenman,future,0.680672268907563,0.4049390092991,0.78,0.7,0.9637494853714293
10,0.5,0.95,Semi-supervised,future,0.8226857887874837,0.6504810426992949,0.92,0.85,2.087900918112349
35,0.05,0.95,Label_Propagation,future,0.0499,0.37492023258641916,0.66,0.56,1.2080545434233314
9,0.5,0.95,traditional,future,0.640207219251337,0.7341721075862853,0.94,0.92,1.8077868166510196
13,0.5,0.5,Semi-supervised,future,0.814498933901919,0.6411079710413761,0.86,0.86,2.1001294275724094
30,0.5,0.95,sample,,,,,,1.4899727573723274
8,0.5,0.95,Label_spreading,future,0.5,0.7766893786338578,1.0,0.96,2.3542228791377076
9,0.05,0.95,Label_spreading,future,0.05,0.44371220309793197,0.82,0.68,1.2955543075012856
43,0.05,0.0,Self_Learning,future,0.4666666666666667,0.2239049302378016,0.48,0.38,1.1187824657598595
3,0.5,0.5,Veenman,future,0.8297413793103449,0.6411242033783879,0.96,0.95,2.2541550453919177
15,0.05,0.0,Veenman,future,0.0,0.1793521598057028,0.42,0.29,1.4040952933027089
35,0.05,0.95,Self_Learning,future,0.07564180929095354,0.2861241796971748,0.48,0.43,0.9323980201629536
36,0.5,0.0,Label_Propagation,future,0.9418181818181818,0.832012376473006,1.0,0.99,2.0448816733950785
26,0.5,0.0,Self_Learning,future,0.7118826827690317,0.7615298637957153,0.98,0.96,1.6703227042814268
38,0.05,0.0,Self_Learning,future,0.5526315789473685,0.2973844358592674,0.56,0.46,0.9630968403496929
29,0.5,0.95,Label_Propagation,future,0.4981,0.7728980120085536,0.98,0.97,2.2466741654966387
40,0.05,0.95,Semi-supervised,future,0.5757575757575758,0.3443642956701195,0.58,0.52,0.902491158378456
3,0.5,0.0,Label_spreading,future,0.7242450388265746,0.836755923749015,0.94,0.97,1.6342026308415576
8,0.5,0.95,sample,,,,,,1.4379485666247485
0,0.5,0.0,Label_Propagation,future,0.5001000400160064,0.758244592210918,0.94,0.93,1.9888252878925636
40,0.05,0.5,sample,,,,,,0.48629911377318813
17,0.5,0.0,traditional,future,0.7162502421073019,0.8062784190622774,1.0,0.99,1.7295057786811858
22,0.05,0.5,Label_Propagation,future,0.050151362260343085,0.36966021189750053,0.76,0.65,1.2008440904853357
27,0.5,0.95,Veenman,future,0.8038507821901324,0.6807709136154867,0.98,0.95,1.849486360276237
29,0.05,0.95,sample,,,,,,0.04463893963350723
22,0.5,0.95,Label_spreading,future,0.5003,0.7634917735660014,0.94,0.94,2.181857155273977
42,0.05,0.0,Veenman,future,0.2676056338028169,0.19899985200528464,0.46,0.4,1.4755488852927492
20,0.5,0.0,Label_spreading,future,0.7623636824752726,0.7762675128106482,0.96,0.98,1.5036149037194602
12,0.05,0.0,Label_Propagation,future,0.2631578947368421,0.14377635334844668,0.34,0.26,1.2717249402218809
17,0.05,0.95,Semi-supervised,future,0.6708860759493671,0.41089766453367327,0.72,0.67,0.8242151111594882
4,0.05,0.5,Label_Propagation,future,0.04999499048191564,0.30553796506133357,0.74,0.55,1.2444518805912135
19,0.05,0.95,Label_Propagation,future,0.0501,0.5035092228213386,0.88,0.78,1.1378532636686052
10,0.05,0.5,traditional,future,0.12114014251781473,0.26173093588941665,0.66,0.56,1.1911619006274725
4,0.5,0.5,Label_Propagation,future,0.0,0.7945183406224682,0.98,0.96,2.0064050006654526
9,0.5,0.0,traditional,future,0.7361550632911392,0.8257421309911166,0.98,0.98,1.5813122504555386
25,0.5,0.0,Veenman,future,0.0,0.6584515397897052,0.82,0.9,0.9794711816664253
1,0.05,0.0,Label_Propagation,future,0.0,0.401167400015009,0.76,0.68,1.2981732992376451
29,0.5,0.5,traditional,future,0.7142116182572614,0.7199261487805046,0.94,0.93,1.397710486765337
1,0.05,0.5,Self_Learning,future,0.49222797927461137,0.3669196099435477,0.82,0.61,0.8781756900121099
26,0.05,0.0,traditional,future,0.5833333333333334,0.2329223532085643,0.48,0.39,1.449108739004519
29,0.05,0.5,Label_spreading,future,0.12899442978598652,0.295414185814161,0.58,0.49,0.9730710468116105
40,0.5,0.0,traditional,future,0.7140555779299235,0.7890864891982918,1.0,1.0,1.6490953564710213
17,0.05,0.5,sample,,,,,,0.420707139272176
29,0.5,0.5,Semi-supervised,future,0.8547619047619047,0.633030947372188,0.86,0.9,2.22067749150964
36,0.5,0.0,Label_spreading,future,0.9064558629776021,0.8557637091396535,1.0,1.0,2.1186894631520077
34,0.5,0.95,Label_spreading,future,0.5001,0.7641380418018062,0.94,0.95,2.275548591020465
21,0.05,0.95,Label_spreading,future,0.0499,0.42697816445482595,0.9,0.71,1.3554412689740654
31,0.5,0.95,Veenman,future,0.8181818181818182,0.6423378261369033,0.96,0.95,1.8921242458025502
33,0.5,0.0,Veenman,future,0.8174931129476584,0.7287967117205724,0.94,0.93,1.5214748162187306
7,0.05,0.0,Self_Learning,future,0.42045454545454547,0.22529102678720936,0.54,0.41,1.396594884084067
30,0.05,0.0,traditional,future,0.30364372469635625,0.19132195484659004,0.42,0.35,1.2477410708370766
30,0.5,0.0,Self_Learning,future,0.7196078431372549,0.8044702937788265,0.98,0.98,1.6896354148577555
20,0.5,0.0,Label_Propagation,future,1.0,0.8112904341110084,1.0,0.97,1.7553859631937156
4,0.05,0.0,Veenman,future,0.23222748815165878,0.18152656882585186,0.46,0.36,1.509394238077044
23,0.05,0.95,Self_Learning,future,0.08050500081980652,0.29516572722992773,0.46,0.46,1.110027102117371
21,0.05,0.5,Semi-supervised,future,0.5740740740740741,0.30436257526323474,0.54,0.5,1.0246364697604393
4,0.5,0.95,Self_Learning,future,0.6939874364343405,0.6995150000312851,0.9,0.87,1.6493513456376074
2,0.5,0.0,Self_Learning,future,0.6865475070555033,0.7647621738310295,1.0,0.98,1.7892011839456614
12,0.5,0.5,sample,,,,,,1.612765972363882
21,0.05,0.5,Self_Learning,future,0.13799621928166353,0.20489526347328224,0.52,0.41,1.1873012197005157
1,0.05,0.0,Label_spreading,future,0.0,0.4250670329845214,0.76,0.68,1.367460255471066
34,0.05,0.5,Label_Propagation,future,0.06374085684430512,0.3935751393991972,0.7,0.65,1.0233463667962839
18,0.05,0.95,Veenman,future,0.5297297297297298,0.37492277178624367,0.66,0.62,0.933912973186002
1,0.5,0.95,Label_Propagation,future,0.5,0.7657789514754625,0.98,0.97,2.3309345354216036
12,0.5,0.0,sample,,,,,,0.254540393265254
25,0.05,0.0,Self_Learning,future,0.0,0.09986890761480456,0.18,0.23,1.26242933770499
34,0.5,0.95,Label_Propagation,future,0.5001,0.7555710892365874,0.94,0.95,2.2938234948213214
9,0.5,0.0,Self_Learning,future,0.7214585719740358,0.819766215874975,0.98,0.99,1.5574293137361128
21,0.5,0.95,Self_Learning,future,0.6044024182297318,0.6804497828323015,0.82,0.85,1.6667079871740083
19,0.5,0.5,sample,,,,,,1.6027500269663861
31,0.05,0.0,Label_spreading,future,0.0,0.2903351088282223,0.6,0.54,1.5708179608162132
13,0.05,0.95,Veenman,future,0.7608695652173914,0.3560891549486823,0.78,0.64,1.0213993669077743
20,0.5,0.5,Veenman,future,0.7985436893203883,0.6622121385809916,0.84,0.85,2.349545410610554
19,0.5,0.0,sample,,,,,,0.2223410906503853
21,0.5,0.95,Semi-supervised,future,0.7763819095477387,0.6098365606305629,0.94,0.9,1.988253444047057
6,0.05,0.5,sample,,,,,,0.48725891178617325
34,0.05,0.95,sample,,,,,,0.0456642145077628
22,0.5,0.5,Semi-supervised,future,0.8165829145728644,0.6293142043290183,0.98,0.92,2.053893837275971
6,0.05,0.95,sample,,,,,,0.0428394564496809
36,0.05,0.0,Semi-supervised,future,0.625,0.2447236292668294,0.54,0.43,1.234887001771396
38,0.5,0.0,Veenman,future,0.9202453987730062,0.756309411757758,0.96,0.93,1.3612209167132596
34,0.5,0.5,traditional,future,0.8130489335006273,0.7597143449824735,0.98,0.96,2.084964391956552
1,0.05,0.95,traditional,future,0.06762629005975014,0.33088788429313537,0.62,0.63,1.0218160129735578
34,0.05,0.5,Label_spreading,future,0.1402786573780874,0.3179805369370506,0.56,0.52,0.9367448087873776
35,0.5,0.5,Label_spreading,future,1.0,0.8485307431823106,1.0,1.0,2.0185181235932483
31,0.05,0.5,Veenman,future,0.5319148936170213,0.2794363641527615,0.52,0.5,0.9884297496811908
44,0.05,0.95,Veenman,future,0.5652173913043478,0.37740176257925806,0.74,0.65,0.9488739006193728
34,0.5,0.5,Semi-supervised,future,0.828042328042328,0.6036303036298115,0.82,0.84,2.1764990966706255
17,0.5,0.95,sample,,,,,,1.460594608155148
22,0.05,0.95,sample,,,,,,0.04949756953747312
29,0.5,0.95,Label_spreading,future,0.4981,0.7922395925577652,0.98,0.97,2.2358714339376755
20,0.05,0.0,Semi-supervised,future,0.5636363636363636,0.2520809421367677,0.56,0.51,1.179876634155476
12,0.05,0.95,Label_Propagation,future,0.05,0.45760172782658565,0.72,0.74,1.1737296825221555
19,0.05,0.0,Label_Propagation,future,0.0,0.3702502299772708,0.74,0.63,1.3918669250804008
2,0.5,0.0,traditional,future,0.7029951690821256,0.7848620212738824,0.96,0.98,1.865714783807353
22,0.5,0.5,traditional,future,0.7864654778235025,0.726862699400792,0.96,0.95,1.6083434388964466
10,0.5,0.95,traditional,future,0.6445752733389403,0.7276946223056431,0.9,0.92,1.944081676837029
42,0.05,0.95,traditional,future,0.06637049003769521,0.28700476894397625,0.44,0.48,1.042263109847797
42,0.5,0.5,Self_Learning,future,0.7789330922242315,0.7239832192160564,0.96,0.97,1.9968195687970647
27,0.05,0.5,Veenman,future,0.5882352941176471,0.31733604841565366,0.7,0.58,1.0431319405217534
23,0.5,0.5,Label_spreading,future,0.9962825278810409,0.8640441898096883,1.0,0.99,2.0880908361911126
22,0.05,0.5,Label_spreading,future,0.11210647555669312,0.27102035261832236,0.5,0.49,0.9456817332286885
8,0.5,0.5,Veenman,future,0.821522309711286,0.6443267925998541,0.92,0.89,2.2500244899389115
40,0.5,0.95,sample,,,,,,1.4641111602681558
22,0.5,0.95,Label_Propagation,future,0.5003,0.7514704942375365,0.92,0.95,2.2044635496319844
10,0.5,0.5,Label_Propagation,future,1.0,0.8351670568912459,0.92,0.95,2.1255821937508323
33,0.05,0.0,Self_Learning,future,0.5476190476190477,0.21985987008998673,0.52,0.43,1.2801420409061197
7,0.5,0.5,sample,,,,,,1.5666246040214018
8,0.5,0.0,Label_spreading,future,0.734194038352003,0.8266525932205406,1.0,1.0,2.1205178498732282
27,0.05,0.0,Label_spreading,future,0.0,0.17828668790643354,0.22,0.25,0.9724424375454115
3,0.5,0.95,sample,,,,,,1.449648441499944
29,0.05,0.5,Label_Propagation,future,0.15946843853820597,0.38834431966978245,0.72,0.65,1.15952209058279
36,0.5,0.5,Veenman,future,0.7910447761194029,0.6215874449285037,0.88,0.86,2.244708972066809
15,0.5,0.5,Self_Learning,future,0.7796030116358659,0.7578053093452315,0.98,0.97,1.7642877396561834
15,0.05,0.95,traditional,future,0.08081138557173237,0.3363310980573016,0.6,0.61,1.1371790008740275
35,0.05,0.0,Label_Propagation,future,0.0,0.27817812985352025,0.48,0.4,1.5619184410468487
7,0.05,0.0,traditional,future,0.4931506849315068,0.24802624905531442,0.62,0.43,1.3998600066032068
30,0.05,0.95,Semi-supervised,future,0.5974025974025974,0.40200695654613805,0.56,0.6,0.9212027131559484
2,0.5,0.95,traditional,future,0.6089368720947669,0.7061512091753578,0.92,0.88,1.4123234177433288
7,0.05,0.95,Veenman,future,0.7166666666666667,0.3602592442103215,0.7,0.58,0.9248182401491004
18,0.5,0.5,Semi-supervised,future,0.8502415458937198,0.6550588363649992,0.86,0.88,2.1582921164180062
3,0.5,0.95,Label_spreading,future,0.4999,0.8094133938319532,0.96,0.98,2.2656655551489413
10,0.05,0.95,Label_spreading,future,0.05,0.47434821225747986,0.84,0.74,1.1336947954262104
2,0.05,0.95,Label_spreading,future,0.05,0.36153299276286055,0.66,0.62,1.3521991206784982
30,0.05,0.5,sample,,,,,,0.46669951521155345
5,0.05,0.5,Veenman,future,1.0,0.266247602591442,0.52,0.43,0.9958096777450013
7,0.05,0.5,Semi-supervised,future,1.0,0.31867765213237964,0.66,0.55,1.0445080045000568
20,0.5,0.0,Semi-supervised,future,0.9376693766937669,0.7905923159079453,0.98,0.98,1.6233906670777112
3,0.5,0.0,Veenman,future,0.8945848375451263,0.7957182789179711,0.98,0.97,1.6025635211676492
23,0.5,0.5,sample,,,,,,1.5347070196332504
9,0.5,0.5,Self_Learning,future,0.7763839650940824,0.7920761066262193,1.0,0.98,1.6527375376705236
9,0.05,0.95,Label_Propagation,future,0.05,0.46198532237608153,0.74,0.74,1.164069339723472
10,0.05,0.5,Semi-supervised,future,0.7368421052631579,0.33556524742473276,0.7,0.51,1.0159980003092541
12,0.05,0.95,Self_Learning,future,0.07813982916798481,0.29916130624001014,0.52,0.54,0.8485544028687089
32,0.05,0.0,Veenman,future,0.0,0.18919566398391852,0.4,0.33,0.8875707472698948
39,0.05,0.95,traditional,future,0.07634292750500231,0.3087934542678267,0.54,0.52,0.8561873210927081
39,0.5,0.5,Self_Learning,future,0.84,0.7651897719475681,0.98,0.96,2.1176454546990855
29,0.05,0.95,Veenman,future,0.5257731958762887,0.36208223321213767,0.58,0.58,0.8734318668455932
23,0.5,0.0,sample,,,,,,0.25995898343314994
0,0.5,0.0,Semi-supervised,future,0.6832196452933151,0.6932034286822241,0.92,0.88,1.7672148295650025
30,0.5,0.0,traditional,future,0.7211675852214737,0.7968116486683374,0.96,0.97,1.6503498611728395
10,0.05,0.5,Self_Learning,future,0.4729064039408867,0.307518599145043,0.58,0.55,0.8943245020660607
35,0.5,0.5,sample,,,,,,1.6240099219562933
36,0.5,0.0,Semi-supervised,future,0.0,0.712775288639974,0.94,0.87,1.331003906796627
24,0.05,0.0,Veenman,future,0.0,0.17584570507262917,0.38,0.35,0.9529808105808789
44,0.5,0.95,Label_spreading,future,0.4998,0.7858803428629063,1.0,0.98,2.2468484236187054
0,0.5,0.95,Veenman,future,0.7827130852340937,0.6403745794036083,0.84,0.84,1.9052061173168515
18,0.5,0.95,Label_Propagation,future,0.4999,0.7644558872280012,0.94,0.97,2.2999256118229443
41,0.5,0.95,Veenman,future,0.8408408408408409,0.6715774935613931,0.96,0.93,1.9400406815314313
17,0.5,0.0,Self_Learning,future,0.6960150219069476,0.757525946433524,0.98,0.95,1.7420801477616892
26,0.5,0.0,traditional,future,0.721245199110572,0.7872328299095877,0.98,0.94,1.6027122178212803
35,0.5,0.0,sample,,,,,,0.29111582245661505
13,0.05,0.5,Label_Propagation,future,0.04964468021219097,0.3415366811643876,0.76,0.66,1.2865316495705907
7,0.05,0.5,traditional,future,0.11771494518176573,0.22250988006659225,0.42,0.34,1.3265383823620638
40,0.05,0.0,traditional,future,0.3888888888888889,0.17946232229929204,0.48,0.38,1.270513461331302
6,0.05,0.5,Label_spreading,future,0.14409330323551542,0.2656972619744603,0.56,0.49,1.6456240662322135
43,0.5,0.0,Veenman,future,0.8576923076923076,0.6993335105513983,0.94,0.93,1.449684445677448
3,0.5,0.0,sample,,,,,,0.26533660991053726
26,0.05,0.95,Semi-supervised,future,0.4697674418604651,0.35236557270701924,0.68,0.59,1.0419343949636184
2,0.05,0.0,sample,,,,,,0.7761771463608236
21,0.05,0.5,traditional,future,0.11957569913211186,0.1870055078788901,0.44,0.34,1.121975056036704
23,0.05,0.0,Label_Propagation,future,0.0,0.32486142785184796,0.6,0.47,1.6146652241207575
40,0.5,0.0,Self_Learning,future,0.7328053355564819,0.7978407087108124,1.0,0.99,1.781962276346926
16,0.5,0.95,Veenman,future,0.7948016415868673,0.6389649467149146,0.9,0.91,1.8314811764893906
18,0.05,0.95,sample,,,,,,0.03003252718001536
13,0.5,0.95,Label_spreading,future,0.5,0.780637318006614,0.96,0.97,2.331040317949111
17,0.05,0.0,traditional,future,1.0,0.23916356219655915,0.52,0.43,1.2327279523779116
1,0.5,0.5,traditional,future,0.8402061855670103,0.7831656041599,0.96,0.97,1.9473307480479187
2,0.5,0.95,Semi-supervised,future,0.7843406593406593,0.6445934516818387,0.86,0.83,1.9759200458647745
1,0.05,0.0,Semi-supervised,future,1.0,0.2725075722450923,0.58,0.53,1.1766614137059446
44,0.05,0.5,Label_Propagation,future,0.4358974358974359,0.3398134142620641,0.72,0.61,1.182545740635778
19,0.5,0.5,Label_spreading,future,1.0,0.854054599380776,1.0,1.0,2.094137551411306
26,0.05,0.5,sample,,,,,,0.44561459245566665
18,0.05,0.5,Label_spreading,future,0.09576202118989405,0.3522952002371672,0.68,0.59,1.3484299962188293
18,0.5,0.5,traditional,future,0.751653638003608,0.7572790170848697,1.0,0.99,1.6719644196048866
14,0.5,0.0,Veenman,future,0.7929936305732485,0.7308372931071144,1.0,0.94,1.8240364896466197
6,0.05,0.0,Label_spreading,future,0.0,0.2980876327008301,0.58,0.55,1.5039704313298798
26,0.05,0.5,Self_Learning,future,0.12867981790591806,0.2709651546609606,0.62,0.46,1.1242622833700169
6,0.5,0.95,Label_Propagation,future,0.5,0.7318222951134239,0.9,0.88,2.3284886596065055
15,0.5,0.0,sample,,,,,,0.251538274140788
33,0.05,0.5,Label_Propagation,future,0.05069912483653556,0.4153846883620901,0.84,0.76,1.1450704740978475
24,0.05,0.95,Self_Learning,future,0.07808241141574475,0.27216180860257677,0.44,0.42,0.9718608059060854
3,0.5,0.95,Self_Learning,future,0.7127390833634067,0.7107635023898671,0.94,0.94,1.6655513693180415
26,0.05,0.5,Semi-supervised,future,0.6268656716417911,0.3059213894928743,0.66,0.57,0.980281062555808
3,0.05,0.0,Veenman,future,0.0,0.16425212331403316,0.3,0.3,0.968897071281483
27,0.5,0.0,Label_Propagation,future,0.518092275790565,0.8504798009357439,0.98,0.98,2.029824108808058
5,0.5,0.0,Self_Learning,future,0.7092561044860874,0.7859336493422104,0.96,0.96,1.704650381959214
38,0.5,0.95,Label_Propagation,future,0.5001,0.7723450923878554,1.0,0.99,2.2347774904063327
29,0.05,0.0,Self_Learning,future,0.25,0.20613376416812082,0.38,0.35,1.355071280702933
15,0.5,0.5,sample,,,,,,1.600487499483462
16,0.5,0.0,Semi-supervised,future,0.9384615384615385,0.7191629931523195,0.96,0.97,1.3621449894853295
0,0.05,0.0,Self_Learning,future,1.0,0.13256653203210017,0.26,0.2,1.1473080857007563
38,0.5,0.5,traditional,future,0.8061093247588424,0.7947318080999076,0.98,0.98,1.9206251812757094
34,0.5,0.0,Veenman,future,0.0,0.7291320469531439,0.9,0.91,0.9243575178672172
39,0.5,0.5,Label_spreading,future,1.0,0.8526138529710198,1.0,1.0,2.164394100080611
42,0.5,0.0,sample,,,,,,0.26910335422743903
38,0.05,0.5,Label_spreading,future,0.30462863293864373,0.413748658145441,0.84,0.72,1.3689118024592535
36,0.5,0.95,Veenman,future,0.8096885813148789,0.661154109753028,1.0,0.92,2.0408701587872957
26,0.05,0.95,Label_spreading,future,0.0501,0.3899970633326544,0.7,0.63,1.272454068062539
31,0.5,0.0,Label_spreading,future,0.7828034034930587,0.8416568858089677,1.0,0.99,2.1061049773234437
38,0.05,0.95,sample,,,,,,0.041913560708627805
33,0.5,0.95,Label_spreading,future,0.5,0.738322378323268,0.94,0.93,2.4001745140936492
41,0.5,0.0,Semi-supervised,future,0.8879706152433425,0.7846098925180599,0.96,0.97,1.4204532807062649
42,0.5,0.5,sample,,,,,,1.5562083762258718
6,0.05,0.0,Label_Propagation,future,0.0,0.21931982567470037,0.36,0.41,1.2171317542781603
22,0.5,0.0,Veenman,future,0.0,0.6758143902055246,0.86,0.89,1.0643345133606208
6,0.05,0.5,Self_Learning,future,0.12106468231253578,0.24208337045529355,0.48,0.47,1.0244518531739972
10,0.05,0.5,sample,,,,,,0.4693010500384444
21,0.05,0.0,traditional,future,1.0,0.2678423868455909,0.58,0.43,1.2772653772046332
25,0.5,0.95,Label_spreading,future,0.5,0.7340003414962853,0.94,0.93,2.344616338566991
38,0.5,0.5,Semi-supervised,future,0.7943722943722944,0.6225925418133775,0.88,0.85,2.306188145736092
27,0.5,0.0,Label_spreading,future,0.7261337568378331,0.851826171446098,1.0,0.99,2.0373700878304835
30,0.05,0.95,Label_spreading,future,0.05,0.4153478945616677,0.72,0.56,1.3085897672208295
20,0.5,0.95,Veenman,future,0.7726675427069645,0.6586988160117702,0.86,0.9,1.9826906264378021
15,0.05,0.0,Label_Propagation,future,0.0,0.2600979451375277,0.5,0.42,1.823791283837953
17,0.05,0.5,traditional,future,0.11987198137910969,0.23932986716378546,0.56,0.44,1.5267323330198794
3,0.5,0.5,Label_Propagation,future,0.9931972789115646,0.8651842082692683,1.0,1.0,2.0535443650865433
3,0.05,0.5,Label_Propagation,future,0.3726474278544542,0.45580207341331086,0.86,0.76,0.9958353874310611
10,0.05,0.95,Semi-supervised,future,0.7272727272727273,0.4144400730897899,0.8,0.67,0.9083080589674271
7,0.5,0.0,Label_Propagation,future,0.0,0.8384869606706592,1.0,1.0,2.1369561064198006
30,0.05,0.5,Self_Learning,future,0.4806201550387597,0.2960834073141292,0.58,0.51,0.9889920907723388
19,0.05,0.95,traditional,future,0.07757140627438738,0.35116897737331854,0.64,0.58,0.8647194697362907
19,0.5,0.5,Self_Learning,future,0.7672796448953709,0.762786303125231,1.0,0.96,1.7460989915784189
25,0.05,0.5,Label_Propagation,future,0.16418732782369147,0.2553502732501305,0.56,0.55,1.4827458662202286
10,0.5,0.0,traditional,future,0.7069342340552355,0.7826354251674433,1.0,0.98,1.6611106416304797
21,0.5,0.0,Self_Learning,future,0.6775029916234543,0.7368531440282767,1.0,1.0,1.645942434397324
4,0.5,0.5,Veenman,future,0.8722826086956522,0.647333544128593,0.94,0.9,2.141566916632746
31,0.5,0.0,Label_Propagation,future,0.8410301953818827,0.8444878031761494,1.0,0.99,2.0261858642884683
30,0.05,0.5,Semi-supervised,future,0.28125,0.2684081000259333,0.6,0.48,1.0152195820860037
32,0.05,0.95,Self_Learning,future,0.06799020940984499,0.32313483635055623,0.7,0.55,0.8513035901230167
12,0.05,0.0,Veenman,future,0.32,0.15297312174877375,0.26,0.25,1.2708686393252013
4,0.5,0.0,Label_spreading,future,0.8746666666666667,0.8377779733456516,1.0,0.99,2.1674139831179304
40,0.05,0.5,traditional,future,0.13923611111111112,0.2509293037441316,0.46,0.43,1.029279921565199
42,0.05,0.0,Label_Propagation,future,0.0,0.28841704740360596,0.56,0.48,1.530762630916549
41,0.5,0.5,Veenman,future,0.8376068376068376,0.6430386222620978,0.88,0.9,2.1801629097094963
40,0.5,0.95,Semi-supervised,future,0.7793633369923162,0.6384791646590497,0.8,0.84,1.8824779845287913
30,0.5,0.95,traditional,future,0.6640671865626875,0.7013098314959206,0.98,0.92,1.6599308587415877
9,0.05,0.5,Veenman,future,0.6046511627906976,0.3388219003078168,0.58,0.53,0.8590051417544531
40,0.5,0.95,Self_Learning,future,0.6780947395969641,0.676102184154393,0.76,0.81,1.584309549412087
32,0.05,0.95,Label_Propagation,future,0.0501,0.4542629603315673,0.84,0.75,1.1998974145675148
39,0.05,0.0,Label_Propagation,future,0.0,0.3131123447447461,0.58,0.5,1.4828181877643019
44,0.05,0.0,Self_Learning,future,0.25757575757575757,0.18107941542705436,0.44,0.33,1.2905602576367168
14,0.5,0.5,Semi-supervised,future,0.8243512974051896,0.6585882000772258,0.92,0.87,2.183323270819434
17,0.5,0.95,Semi-supervised,future,0.7890995260663507,0.6456867392901108,0.9,0.88,1.8220740304307153
16,0.5,0.5,Veenman,future,0.8189415041782729,0.6441689028240749,0.92,0.86,2.1806854313425386
35,0.5,0.5,Self_Learning,future,0.8287777204744714,0.7632770649122478,0.98,0.99,1.9278368582537722
25,0.05,0.95,Veenman,future,0.40350877192982454,0.28925009196575013,0.48,0.47,1.012714850597552
35,0.05,0.95,traditional,future,0.0716365754222481,0.2852305359988416,0.48,0.44,0.992419294526916
31,0.05,0.0,sample,,,,,,0.8450228404037969
17,0.5,0.95,Self_Learning,future,0.6411338962605548,0.6686644472560581,0.7,0.74,1.6177747404858205
5,0.05,0.95,Label_Propagation,future,0.05,0.3375223840030061,0.76,0.6,1.2988079858050712
43,0.5,0.5,Semi-supervised,future,0.8092105263157895,0.6142124658779099,0.94,0.9,2.0542721680844944
5,0.5,0.5,Self_Learning,future,0.7316919191919192,0.7193723740908522,0.96,0.96,1.7918094387989292
30,0.5,0.5,Label_Propagation,future,1.0,0.8414886812436024,1.0,1.0,2.063808021814338
13,0.05,0.0,Self_Learning,future,0.0,0.21616501655881698,0.44,0.43,1.2842655040680804
23,0.05,0.95,traditional,future,0.0741292051205716,0.32701860664474325,0.6,0.54,1.1286736218636508
33,0.05,0.95,Veenman,future,0.6382978723404256,0.4017749664376861,0.64,0.63,0.8605262050113286
